session	run	stimActFirst	block	stimActBlock	trialNumber	stimOnset	yellowOnLeftSide	leftCanBePushed                	winAmtLeft	winAmtRight	winAmtYellow	winAmtBlue	winAmtPushable	winAmtPullable	RT	actUsrResp                	invalResp	yellowChosen	leftChosen	pushed	endOfMoveTime	decFBjitOnset                	FBOnset	yellowCorrect	pushCorrect	correctChoice	wonAmount                	totalAmount	ITIOnset
02	1	Stim	Stim	1	2	0.035	0	0	18	82	82	18	82	18	2.933	l	0	0	1	0	4.118	4.118	8.352	0	0	1	18	18	9.568
02	1	Stim	Stim	1	3	11.571	0	0	78	22	22	78	22	78	2.431	r	0	1	0	1	15.131	15.131	19.653	0	0	0	0	18	20.853
02	1	Stim	Stim	1	4	23.470	1	0	73	27	73	27	27	73	nan	nan	nan	nan	nan	nan	nan	26.486	29.837	1	0	nan	0	18	31.037
02	1	Stim	Stim	1	5	32.458	1	0	29	71	29	71	71	29	1.979	r	0	0	0	1	35.544	35.544	39.188	0	1	1	71	89	40.404
02	1	Stim	Stim	1	6	46.088	0	0	1	99	99	1	99	1	1.983	r	0	1	0	1	49.134	49.134	51.755	0	0	0	0	89	52.955
02	1	Stim	Stim	1	7	56.294	0	1	61	39	39	61	61	39	1.544	l	1	nan	0	nan	nan	57.839	60.306	0	1	0	0	89	61.522
02	1	Stim	Stim	1	8	66.041	1	1	27	73	27	73	27	73	1.081	r	0	0	0	0	68.190	68.191	69.923	1	1	0	0	89	71.123
02	1	Stim	Stim	1	9	76.369	0	0	97	3	3	97	3	97	1.204	l	0	0	1	0	78.640	78.641	82.574	0	0	1	97	186	83.774
02	1	Stim	Stim	1	10	89.769	1	1	92	8	92	8	92	8	0.672	l	1	nan	0	nan	nan	90.441	97.158	0	0	0	0	186	98.375
02	1	Stim	Stim	1	11	103.363	0	0	39	61	61	39	61	39	0.662	l	0	0	1	0	105.100	105.100	108.009	0	0	1	39	225	109.226
02	1	Stim	Stim	1	12	115.665	0	0	46	54	54	46	54	46	1.111	r	1	nan	0	nan	nan	116.777	121.593	0	0	0	0	225	122.793
02	1	Stim	Stim	1	13	126.582	0	0	15	85	85	15	85	15	0.761	r	1	nan	0	nan	nan	127.344	130.111	0	0	0	0	225	131.327
02	1	Stim	Stim	1	14	138.051	0	0	25	75	75	25	75	25	0.794	r	1	nan	0	nan	nan	138.845	143.511	1	1	0	0	225	144.728
02	1	Stim	Stim	1	15	147.043	1	1	32	68	32	68	32	68	0.685	r	0	0	0	0	148.812	148.812	155.229	1	1	0	0	225	156.446
02	1	Stim	Stim	1	16	158.348	0	0	56	44	44	56	44	56	0.831	l	0	0	1	0	160.255	160.255	166.246	1	1	0	0	225	167.447
02	1	Stim	Stim	1	17	172.288	0	0	6	94	94	6	94	6	0.858	l	0	0	1	0	174.148	174.149	175.747	0	0	1	6	231	176.964
02	1	Stim	Stim	1	18	182.068	1	1	20	80	20	80	20	80	0.762	l	1	nan	0	nan	nan	182.831	184.131	0	0	0	0	231	185.348
02	1	Stim	Stim	1	19	191.474	1	0	1	99	1	99	99	1	0.757	r	1	nan	0	nan	nan	192.232	198.799	0	1	0	0	231	200.015
02	1	Stim	Stim	1	20	206.930	1	1	66	34	66	34	66	34	0.619	l	1	nan	0	nan	nan	207.550	208.566	0	0	0	0	231	209.766
02	1	Stim	Stim	1	21	215.312	0	1	41	59	59	41	41	59	0.754	r	0	1	0	0	217.140	217.140	220.634	1	0	1	59	290	221.834
02	1	Stim	Stim	1	22	225.330	1	0	64	36	64	36	36	64	0.704	l	0	1	1	0	227.117	227.117	232.518	0	1	0	0	290	233.718
02	1	Stim	Stim	1	23	235.324	1	0	71	29	71	29	29	71	0.811	r	1	nan	0	nan	nan	236.135	239.919	1	0	0	0	290	241.135
02	1	Stim	Stim	1	24	248.188	0	1	59	41	41	59	59	41	1.014	l	1	nan	0	nan	nan	249.203	252.253	1	0	0	0	290	253.453
02	1	Stim	Stim	1	25	258.126	0	1	90	10	10	90	90	10	0.744	r	0	1	0	0	259.952	259.953	262.137	1	0	1	10	300	263.353
02	1	Stim	Stim	1	26	266.573	1	1	15	85	15	85	15	85	0.714	l	1	nan	0	nan	nan	267.288	273.121	1	1	0	0	300	274.338
02	1	Stim	Stim	1	27	280.667	1	1	46	54	46	54	46	54	0.704	l	1	nan	0	nan	nan	281.372	288.239	1	1	0	0	300	289.455
02	1	Stim	Stim	1	28	293.134	1	1	36	64	36	64	36	64	0.754	r	0	0	0	0	294.977	294.977	300.090	0	0	1	64	364	301.306
02	1	Stim	Stim	1	29	308.671	0	0	75	25	25	75	25	75	0.752	l	0	0	1	0	310.510	310.510	316.057	1	1	0	0	364	317.274
02	1	Stim	Stim	1	30	323.173	1	0	97	3	97	3	3	97	0.684	r	1	nan	0	nan	nan	323.858	327.942	0	1	0	0	364	329.158
02	1	Stim	Stim	1	31	335.776	0	0	66	34	34	66	34	66	0.633	l	0	0	1	0	337.489	337.489	343.626	0	0	1	66	430	344.843
02	1	Stim	Stim	1	32	349.271	0	0	52	48	48	52	48	52	0.806	l	0	0	1	0	351.169	351.169	352.327	0	0	1	52	482	353.527
02	1	Stim	Stim	1	33	356.007	0	1	82	18	18	82	82	18	0.670	l	1	nan	0	nan	nan	356.677	362.961	1	0	0	0	482	364.161
02	1	Stim	Stim	1	34	369.618	1	0	78	22	78	22	22	78	0.610	l	0	1	1	0	371.321	371.322	378.329	1	0	1	78	560	379.529
02	1	Stim	Stim	1	35	381.315	0	0	20	80	80	20	80	20	0.914	r	1	nan	0	nan	nan	382.229	384.562	1	1	0	0	560	385.779
02	1	Stim	Stim	1	36	388.857	0	0	32	68	68	32	68	32	0.655	l	0	0	1	0	390.617	390.618	395.580	1	1	0	0	560	396.780
02	1	Stim	Stim	1	37	398.120	0	1	48	52	52	48	48	52	0.793	l	1	nan	0	nan	nan	398.914	403.280	0	1	0	0	560	404.497
02	1	Stim	Stim	1	38	408.484	1	1	87	13	87	13	87	13	0.730	r	0	0	0	0	410.312	410.313	412.198	1	1	0	0	560	413.414
02	1	Stim	Stim	1	39	417.522	1	1	6	94	6	94	6	94	0.776	r	0	0	0	0	419.398	419.398	422.598	0	0	1	94	654	423.815
02	1	Stim	Stim	1	40	426.015	1	0	13	87	13	87	87	13	0.617	r	1	nan	0	nan	nan	426.632	432.316	1	0	0	0	654	433.516
02	1	Stim	Stim	1	41	440.749	1	0	8	92	8	92	92	8	0.634	r	1	nan	0	nan	nan	441.383	442.833	1	0	0	0	654	444.050
02	1	Stim	Stim	1	42	448.291	0	0	44	56	56	44	56	44	0.693	r	1	nan	0	nan	nan	448.984	454.234	0	0	0	0	654	455.451
02	1	Stim	Stim	1	43	458.403	1	1	90	10	90	10	90	10	0.582	r	0	0	0	0	460.084	460.085	462.118	1	1	0	0	654	463.335
02	1	Stim	Act	2	44	473.370	0	0	94	6	6	94	6	94	2.398	l	1	nan	0	nan	nan	475.769	481.453	0	0	0	0	654	482.669
02	1	Stim	Act	2	45	486.085	0	0	41	59	59	41	59	41	0.901	l	0	0	1	0	488.087	488.087	493.054	0	0	1	41	695	494.270
02	1	Stim	Act	2	46	498.695	0	0	59	41	41	59	41	59	0.709	r	1	nan	0	nan	nan	499.404	501.871	1	1	0	0	695	503.088
02	1	Stim	Act	2	47	505.010	1	0	27	73	27	73	73	27	0.927	r	1	nan	0	nan	nan	505.938	511.488	1	0	0	0	695	512.705
02	1	Stim	Act	2	48	517.446	0	1	85	15	15	85	85	15	0.559	l	1	nan	0	nan	nan	518.005	524.422	1	0	0	0	695	525.639
02	1	Stim	Act	2	49	532.299	1	1	3	97	3	97	3	97	0.707	r	1	nan	0	nan	nan	533.007	539.874	1	1	0	0	695	541.090
02	1	Stim	Act	2	50	544.220	0	0	6	94	94	6	94	6	0.687	r	1	nan	0	nan	nan	544.907	547.524	0	0	0	0	695	548.724
02	1	Stim	Act	2	51	550.776	1	1	10	90	10	90	10	90	0.715	r	0	0	0	0	552.589	552.590	559.308	0	0	1	90	785	560.509
02	1	Stim	Act	2	52	563.795	0	0	66	34	34	66	34	66	0.730	l	0	0	1	0	565.626	565.626	571.609	1	1	0	0	785	572.826
02	1	Stim	Act	2	53	574.627	1	1	97	3	97	3	97	3	1.316	l	0	1	1	1	577.061	577.061	584.077	0	0	0	0	785	585.293
02	1	Stim	Act	2	54	590.353	1	0	22	78	22	78	78	22	0.724	r	1	nan	0	nan	nan	591.078	595.744	1	0	0	0	785	596.944
02	1	Stim	Act	2	55	598.289	1	0	8	92	8	92	92	8	0.639	r	0	0	0	1	600.040	600.040	603.395	1	0	0	0	785	604.611
02	1	Stim	Act	2	56	610.074	0	1	87	13	13	87	87	13	1.055	l	1	nan	0	nan	nan	611.129	613.312	1	0	0	0	785	614.529
02	1	Stim	Act	2	57	618.803	0	1	8	92	92	8	8	92	0.726	r	0	1	0	0	620.638	620.638	626.913	1	0	1	92	877	628.113
02	1	Stim	Act	2	58	632.134	1	0	25	75	25	75	75	25	0.679	r	1	nan	0	nan	nan	632.814	638.064	1	0	0	0	877	639.281
02	1	Stim	Act	2	59	642.998	1	1	44	56	44	56	44	56	0.699	r	0	0	0	0	644.805	644.805	646.248	1	1	0	0	877	647.465
02	1	Stim	Act	2	60	654.398	1	0	52	48	52	48	48	52	0.833	r	1	nan	0	nan	nan	655.232	658.732	0	1	0	0	877	659.949
02	1	Stim	Act	2	61	666.151	1	0	18	82	18	82	82	18	0.848	r	1	nan	0	nan	nan	667.000	668.016	1	0	0	0	877	669.233
02	1	Stim	Act	2	62	675.726	1	1	54	46	54	46	54	46	0.824	r	1	nan	0	nan	nan	676.550	681.651	1	1	0	0	877	682.867
02	1	Stim	Act	2	63	685.261	1	1	48	52	48	52	48	52	0.839	l	0	1	1	1	687.222	687.222	691.151	0	0	0	0	877	692.368
02	1	Stim	Act	2	64	697.570	1	1	20	80	20	80	20	80	0.981	l	1	nan	0	nan	nan	698.552	703.069	0	0	0	0	877	704.269
02	1	Stim	Act	2	65	707.097	0	0	34	66	66	34	66	34	0.655	r	0	1	0	1	708.866	708.866	712.953	1	1	1	66	943	714.170
02	1	Stim	Act	2	66	718.789	1	1	82	18	82	18	82	18	1.331	l	0	1	1	1	721.250	721.250	726.070	1	1	1	82	1025	727.270
02	1	Stim	Act	2	67	729.975	1	0	56	44	56	44	44	56	0.845	l	1	nan	0	nan	nan	730.821	733.154	1	0	0	0	1025	734.371
02	1	Stim	Act	2	68	739.987	0	1	54	46	46	54	54	46	1.134	r	1	nan	0	nan	nan	741.122	744.038	0	1	0	0	1025	745.238
02	1	Stim	Act	2	69	749.107	0	0	1	99	99	1	99	1	0.748	r	1	nan	0	nan	nan	749.855	751.589	0	0	0	0	1025	752.806
02	1	Stim	Act	2	70	754.444	1	1	36	64	36	64	36	64	1.228	l	0	1	1	1	756.796	756.797	758.823	1	1	1	36	1061	760.039
02	1	Stim	Act	2	71	766.413	0	0	10	90	90	10	90	10	0.760	r	0	1	0	1	768.306	768.307	772.091	1	1	1	90	1151	773.307
02	1	Stim	Act	2	72	774.821	1	0	64	36	64	36	36	64	0.819	l	1	nan	0	nan	nan	775.641	781.475	0	1	0	0	1151	782.691
02	1	Stim	Act	2	73	785.678	0	1	15	85	85	15	15	85	0.647	r	1	nan	0	nan	nan	786.325	788.208	1	0	0	0	1151	789.408
02	1	Stim	Act	2	74	794.288	1	1	87	13	87	13	87	13	0.887	l	0	1	1	1	796.305	796.305	802.443	0	0	0	0	1151	803.659
02	1	Stim	Act	2	75	810.972	1	0	73	27	73	27	27	73	0.721	l	1	nan	0	nan	nan	811.693	814.460	0	1	0	0	1151	815.677
02	1	Stim	Act	2	76	822.916	1	0	39	61	39	61	61	39	0.778	l	1	nan	0	nan	nan	823.694	824.994	0	1	0	0	1151	826.211
02	1	Stim	Act	2	77	833.011	1	1	29	71	29	71	29	71	0.716	r	0	0	0	0	834.853	834.853	839.229	0	0	1	71	1222	840.445
02	1	Stim	Act	2	78	845.819	0	1	99	1	1	99	99	1	0.610	l	1	nan	0	nan	nan	846.429	852.996	0	1	0	0	1222	854.213
02	1	Stim	Act	2	79	857.823	0	0	32	68	68	32	68	32	0.806	r	0	1	0	1	859.774	859.774	861.364	0	0	0	0	1222	862.580
02	1	Stim	Act	2	80	868.382	1	0	71	29	71	29	29	71	0.748	l	1	nan	0	nan	nan	869.131	872.331	0	1	0	0	1222	873.531
02	1	Stim	Act	2	81	879.607	1	0	78	22	78	22	22	78	0.974	l	0	1	1	0	881.713	881.713	884.765	0	1	0	0	1222	885.982
02	1	Stim	Act	2	82	888.229	1	0	80	20	80	20	20	80	1.053	l	0	1	1	0	890.413	890.413	894.049	0	1	0	0	1222	895.266
02	1	Stim	Act	2	83	897.848	1	0	75	25	75	25	25	75	0.785	r	0	0	0	1	899.774	899.774	905.167	1	0	0	0	1222	906.383
02	1	Stim	Act	2	84	913.545	1	0	32	68	32	68	68	32	0.671	r	1	nan	0	nan	nan	914.217	918.451	0	1	0	0	1222	919.668
02	1	Stim	Act	2	85	923.853	0	1	39	61	61	39	39	61	0.748	r	0	1	0	0	925.738	925.738	926.885	0	1	0	0	1222	928.102


