session	run	stimActFirst	block	stimActBlock	trialNumber	stimOnset	yellowOnLeftSide	leftCanBePushed                	winAmtLeft	winAmtRight	winAmtYellow	winAmtBlue	winAmtPushable	winAmtPullable	RT	actUsrResp                	invalResp	yellowChosen	leftChosen	pushed	endOfMoveTime	decFBjitOnset                	FBOnset	yellowCorrect	pushCorrect	correctChoice	wonAmount                	totalAmount	ITIOnset
02	2	Stim	Act	1	2	0.037	0	0	23	77	77	23	77	23	2.435	r	0	1	0	1	3.576	3.576	6.923	1	1	1	77	77	8.125
02	2	Stim	Act	1	3	11.689	0	1	81	19	19	81	81	19	1.657	l	0	0	1	1	14.404	14.404	20.240	0	1	1	81	158	21.445
02	2	Stim	Act	1	4	26.520	0	1	69	31	31	69	69	31	1.154	l	0	0	1	1	28.747	28.748	31.215	0	1	1	69	227	32.422
02	2	Stim	Act	1	5	36.420	1	0	53	47	53	47	47	53	1.447	r	0	0	0	1	38.904	38.905	42.690	0	1	1	47	274	43.897
02	2	Stim	Act	1	6	46.582	0	0	84	16	16	84	16	84	1.814	r	0	1	0	1	49.431	49.431	54.090	0	0	0	0	274	55.295
02	2	Stim	Act	1	7	58.285	0	1	95	5	5	95	95	5	1.102	l	0	0	1	1	60.424	60.424	66.114	0	1	1	95	369	67.322
02	2	Stim	Act	1	8	71.813	0	0	55	45	45	55	45	55	1.542	r	0	1	0	1	74.391	74.391	76.565	1	1	1	45	414	77.771
02	2	Stim	Act	1	9	85.194	0	0	79	21	21	79	21	79	1.905	r	0	1	0	1	88.140	88.141	89.731	0	0	0	0	414	90.933
02	2	Stim	Act	1	10	95.075	0	1	21	79	79	21	21	79	1.915	r	0	1	0	0	98.119	98.120	103.364	0	1	0	0	414	104.571
02	2	Stim	Act	1	11	106.391	1	0	9	91	9	91	91	9	1.331	r	0	0	0	1	108.763	108.763	112.839	1	0	0	0	414	114.045
02	2	Stim	Act	1	12	119.255	1	1	84	16	84	16	84	16	0.894	l	0	1	1	1	121.191	121.191	123.223	1	1	1	84	498	124.427
02	2	Stim	Act	1	13	129.753	0	0	40	60	60	40	60	40	0.870	r	0	1	0	1	131.663	131.663	133.398	0	0	0	0	498	134.601
02	2	Stim	Act	1	14	138.441	1	0	93	7	93	7	7	93	1.232	l	0	1	1	0	140.713	140.714	147.281	1	0	1	93	591	148.490
02	2	Stim	Act	1	15	154.781	1	0	95	5	95	5	5	95	0.856	l	0	1	1	0	156.675	156.675	160.606	0	1	0	0	591	161.811
02	2	Stim	Act	1	16	168.362	0	0	42	58	58	42	58	42	1.656	l	0	0	1	0	171.055	171.056	172.939	0	0	1	42	633	174.143
02	2	Stim	Act	1	17	177.556	0	1	93	7	7	93	93	7	0.917	l	1	nan	0	nan	nan	178.473	181.523	0	1	0	0	633	182.728
02	2	Stim	Act	1	18	189.409	0	0	53	47	47	53	47	53	1.907	l	0	0	1	0	192.358	192.358	197.456	0	0	1	53	686	198.660
02	2	Stim	Act	1	19	204.797	0	1	65	35	35	65	65	35	1.996	r	0	1	0	0	207.837	207.837	214.840	1	0	1	35	721	216.040
02	2	Stim	Act	1	20	219.232	1	0	49	51	49	51	51	49	2.133	l	0	1	1	0	222.410	222.410	225.314	1	0	1	49	770	226.521
02	2	Stim	Act	1	21	229.065	1	1	2	98	2	98	2	98	1.640	r	0	0	0	0	231.753	231.754	234.073	1	1	0	0	770	235.279
02	2	Stim	Act	1	22	241.241	0	0	33	67	67	33	67	33	2.181	r	0	1	0	1	244.481	244.481	245.481	0	0	0	0	770	246.681
02	2	Stim	Act	1	23	251.427	1	0	62	38	62	38	38	62	1.120	l	0	1	1	0	253.597	253.597	258.551	1	0	1	62	832	259.755
02	2	Stim	Act	1	24	263.514	1	1	55	45	55	45	55	45	2.012	r	0	0	0	0	266.576	266.576	272.848	1	1	0	0	832	274.048
02	2	Stim	Act	1	25	276.504	1	1	33	67	33	67	33	67	2.249	l	0	1	1	1	279.803	279.803	284.323	0	0	0	0	832	285.530
